"date","pagePath","deviceCategory","sessions","engagedSessions","engagementRate","avgSessionDuration","pagesPerSession","newUsers","totalUsers","bounceRate"
"2026-07-23","/products/paramount-pave-diamond-mens-ring","mobile","311","204","65.59","46.7","1.17","213","304","34.41"
"2026-07-24","/","desktop","203","148","72.91","198.9","1.25","52","153","27.09"
"2026-07-24","/","mobile","1010","610","60.40","106.3","1.26","343","905","39.60"
"2026-07-24","/checkout/cart","desktop","13","12","92.31","51.3","1.77","0","12","7.69"
"2026-07-24","/checkout/cart","mobile","336","331","98.51","47.4","1.51","4","316","1.49"
"2026-07-24","/collections/all-rings","desktop","1","1","100.00","104.0","1.00","0","1","0.00"
"2026-07-24","/collections/all-rings","mobile","227","72","31.72","54.9","1.17","120","222","68.28"
"2026-07-24","/collections/eterna","desktop","27","19","70.37","150.8","1.30","4","25","29.63"
"2026-07-24","/collections/eterna","mobile","616","424","68.83","93.5","1.38","96","580","31.17"
"2026-07-24","/products/corinthian-pave-diamond-mens-ring","desktop","3","1","33.33","10.4","1.00","2","3","66.67"
"2026-07-24","/products/corinthian-pave-diamond-mens-ring","mobile","347","230","66.28","69.9","1.18","257","335","33.72"
"2026-07-24","/products/paramount-pave-diamond-mens-ring","desktop","9","4","44.44","25.4","0.78","2","7","55.56"
"2026-07-24","/products/paramount-pave-diamond-mens-ring","mobile","336","198","58.93","54.0","1.13","231","331","41.07"
"2026-07-25","/","desktop","186","144","77.42","247.4","1.42","49","124","22.58"
"2026-07-25","/","mobile","981","578","58.92","105.6","1.32","355","877","41.08"
"2026-07-25","/checkout/cart","desktop","23","22","95.65","107.0","1.87","0","15","4.35"
"2026-07-25","/checkout/cart","mobile","331","321","96.98","38.4","1.41","2","297","3.02"
"2026-07-25","/collections/all-rings","mobile","226","80","35.40","33.2","1.14","127","221","64.60"
"2026-07-25","/collections/eterna","desktop","13","11","84.62","9.4","1.00","1","12","15.38"
"2026-07-25","/collections/eterna","mobile","727","497","68.36","84.0","1.32","103","672","31.64"
"2026-07-25","/products/corinthian-pave-diamond-mens-ring","desktop","6","5","83.33","71.5","1.33","2","5","16.67"
"2026-07-25","/products/corinthian-pave-diamond-mens-ring","mobile","357","243","68.07","65.6","1.17","262","347","31.93"
"2026-07-25","/products/paramount-pave-diamond-mens-ring","desktop","16","9","56.25","123.4","0.81","7","13","43.75"
"2026-07-25","/products/paramount-pave-diamond-mens-ring","mobile","289","183","63.32","55.0","1.18","186","281","36.68"
"2026-07-26","/","desktop","80","49","61.25","184.0","1.36","33","57","38.75"
"2026-07-26","/","mobile","1067","665","62.32","112.3","1.26","384","955","37.68"
"2026-07-26","/checkout/cart","desktop","13","11","84.62","94.9","2.38","0","9","15.38"
"2026-07-26","/checkout/cart","mobile","364","356","97.80","41.3","1.36","3","343","2.20"
"2026-07-26","/collections/all-rings","mobile","237","83","35.02","158.9","1.14","146","232","64.98"
"2026-07-26","/collections/eterna","desktop","17","13","76.47","41.3","1.12","3","15","23.53"
"2026-07-26","/collections/eterna","mobile","743","484","65.14","94.8","1.34","104","680","34.86"
"2026-07-26","/products/corinthian-pave-diamond-mens-ring","desktop","7","4","57.14","151.4","1.00","5","6","42.86"
"2026-07-26","/products/corinthian-pave-diamond-mens-ring","mobile","412","266","64.56","70.5","1.17","318","398","35.44"
"2026-07-26","/products/paramount-pave-diamond-mens-ring","desktop","3","2","66.67","23.7","1.00","3","3","33.33"
"2026-07-26","/products/paramount-pave-diamond-mens-ring","mobile","332","203","61.14","65.5","1.15","244","326","38.86"
"2026-07-27","/","desktop","261","204","78.16","170.8","1.32","74","177","21.84"
"2026-07-27","/","mobile","1082","642","59.33","151.6","1.28","390","963","40.67"
"2026-07-27","/checkout/cart","desktop","33","30","90.91","83.2","1.85","0","22","9.09"
"2026-07-27","/checkout/cart","mobile","361","350","96.95","40.6","1.45","3","327","3.05"
"2026-07-27","/collections/all-rings","desktop","4","1","25.00","12.4","0.75","3","4","75.00"
"2026-07-27","/collections/all-rings","mobile","316","103","32.59","22.1","1.08","169","311","67.41"
"2026-07-27","/collections/eterna","desktop","41","30","73.17","199.5","1.10","16","38","26.83"
"2026-07-27","/collections/eterna","mobile","717","496","69.18","96.0","1.34","117","675","30.82"
"2026-07-27","/products/corinthian-pave-diamond-mens-ring","desktop","9","8","88.89","66.2","0.78","3","5","11.11"
"2026-07-27","/products/corinthian-pave-diamond-mens-ring","mobile","350","235","67.14","54.7","1.19","272","340","32.86"
"2026-07-27","/products/paramount-pave-diamond-mens-ring","desktop","17","14","82.35","269.8","1.24","0","12","17.65"
"2026-07-27","/products/paramount-pave-diamond-mens-ring","mobile","283","177","62.54","71.3","1.18","189","274","37.46"
"2026-07-28","/","desktop","263","200","76.05","249.3","1.36","83","187","23.95"
"2026-07-28","/","mobile","943","611","64.79","100.2","1.27","304","857","35.21"
"2026-07-28","/checkout/cart","desktop","20","19","95.00","354.0","2.40","1","18","5.00"
"2026-07-28","/checkout/cart","mobile","338","328","97.04","52.0","1.38","4","308","2.96"
"2026-07-28","/collections/all-rings","desktop","2","1","50.00","8.9","1.50","1","2","50.00"
"2026-07-28","/collections/all-rings","mobile","252","68","26.98","37.1","1.17","149","245","73.02"
"2026-07-28","/collections/eterna","desktop","33","20","60.61","111.7","1.12","7","29","39.39"
"2026-07-28","/collections/eterna","mobile","735","468","63.67","100.0","1.34","117","669","36.33"
"2026-07-28","/products/corinthian-pave-diamond-mens-ring","desktop","11","6","54.55","19.8","1.00","8","11","45.45"
"2026-07-28","/products/corinthian-pave-diamond-mens-ring","mobile","351","238","67.81","68.9","1.21","278","340","32.19"
"2026-07-28","/products/paramount-pave-diamond-mens-ring","desktop","11","10","90.91","342.4","1.18","4","10","9.09"
"2026-07-28","/products/paramount-pave-diamond-mens-ring","mobile","259","166","64.09","58.0","1.12","172","258","35.91"
"2026-07-29","/","desktop","263","185","70.34","203.5","1.32","74","180","29.66"
"2026-07-29","/","mobile","1006","625","62.13","93.6","1.25","340","898","37.87"
"2026-07-29","/checkout/cart","desktop","24","22","91.67","55.2","1.46","0","16","8.33"
"2026-07-29","/checkout/cart","mobile","334","324","97.01","54.0","1.38","3","303","2.99"
"2026-07-29","/collections/all-rings","mobile","225","76","33.78","48.0","1.21","130","224","66.22"
"2026-07-29","/collections/eterna","desktop","22","20","90.91","41.4","1.14","3","20","9.09"
"2026-07-29","/collections/eterna","mobile","749","491","65.55","150.7","1.34","118","688","34.45"
"2026-07-29","/products/corinthian-pave-diamond-mens-ring","desktop","8","7","87.50","41.6","0.88","4","6","12.50"
"2026-07-29","/products/corinthian-pave-diamond-mens-ring","mobile","337","221","65.58","64.9","1.18","249","319","34.42"
"2026-07-29","/products/paramount-pave-diamond-mens-ring","desktop","14","13","92.86","222.2","1.21","5","12","7.14"
"2026-07-29","/products/paramount-pave-diamond-mens-ring","mobile","254","169","66.54","98.5","1.19","165","250","33.46"
"2026-07-30","/","desktop","234","154","65.81","171.3","1.12","63","167","34.19"
"2026-07-30","/","mobile","1024","674","65.82","80.3","1.27","300","916","34.18"
"2026-07-30","/checkout/cart","desktop","20","20","100.00","54.0","1.85","0","16","0.00"
"2026-07-30","/checkout/cart","mobile","376","366","97.34","61.4","1.45","2","341","2.66"
"2026-07-30","/collections/all-rings","desktop","1","0","0.00","5.3","1.00","1","1","100.00"
"2026-07-30","/collections/all-rings","mobile","224","86","38.39","36.7","1.13","121","220","61.61"
"2026-07-30","/collections/eterna","desktop","18","13","72.22","22.9","1.28","6","16","27.78"
"2026-07-30","/collections/eterna","mobile","758","491","64.78","124.6","1.38","110","682","35.22"
"2026-07-30","/products/corinthian-pave-diamond-mens-ring","desktop","5","3","60.00","39.7","1.00","2","4","40.00"
"2026-07-30","/products/corinthian-pave-diamond-mens-ring","mobile","335","215","64.18","77.0","1.21","264","324","35.82"
"2026-07-30","/products/paramount-pave-diamond-mens-ring","desktop","10","9","90.00","86.1","0.70","1","6","10.00"
"2026-07-30","/products/paramount-pave-diamond-mens-ring","mobile","295","203","68.81","50.5","1.14","192","287","31.19"
"2026-07-31","/","desktop","230","169","73.48","166.9","1.27","68","165","26.52"
"2026-07-31","/","mobile","970","603","62.16","85.9","1.24","308","862","37.84"
"2026-07-31","/checkout/cart","desktop","27","23","85.19","73.0","2.30","1","23","14.81"
"2026-07-31","/checkout/cart","mobile","339","333","98.23","42.3","1.48","3","308","1.77"
"2026-07-31","/collections/all-rings","desktop","1","1","100.00","153.0","1.00","0","1","0.00"
"2026-07-31","/collections/all-rings","mobile","179","70","39.11","68.0","1.13","73","174","60.89"
"2026-07-31","/collections/eterna","desktop","17","13","76.47","123.0","1.29","3","15","23.53"
"2026-07-31","/collections/eterna","mobile","725","475","65.52","151.6","1.33","112","660","34.48"
"2026-07-31","/products/corinthian-pave-diamond-mens-ring","desktop","4","3","75.00","446.5","1.00","1","3","25.00"
"2026-07-31","/products/corinthian-pave-diamond-mens-ring","mobile","395","265","67.09","53.9","1.19","303","374","32.91"
"2026-07-31","/products/paramount-pave-diamond-mens-ring","desktop","8","7","87.50","14.9","0.88","2","7","12.50"
"2026-07-31","/products/paramount-pave-diamond-mens-ring","mobile","350","222","63.43","56.1","1.13","259","341","36.57"
"2026-08-01","/","desktop","171","127","74.27","194.4","1.27","42","128","25.73"
"2026-08-01","/","mobile","1002","678","67.66","129.7","1.27","282","870","32.34"
"2026-08-01","/checkout/cart","desktop","15","15","100.00","95.7","2.13","0","14","0.00"
"2026-08-01","/checkout/cart","mobile","344","331","96.22","48.9","1.33","5","323","3.78"
"2026-08-01","/collections/all-rings","mobile","133","52","39.10","46.3","1.21","54","129","60.90"
"2026-08-01","/collections/eterna","desktop","23","16","69.57","90.9","1.00","6","20","30.43"
"2026-08-01","/collections/eterna","mobile","832","551","66.23","89.3","1.32","122","763","33.77"
"2026-08-01","/products/corinthian-pave-diamond-mens-ring","desktop","3","3","100.00","404.8","1.33","1","3","0.00"
"2026-08-01","/products/corinthian-pave-diamond-mens-ring","mobile","433","295","68.13","72.4","1.22","337","420","31.87"
"2026-08-01","/products/paramount-pave-diamond-mens-ring","desktop","3","2","66.67","656.6","1.00","1","3","33.33"
"2026-08-01","/products/paramount-pave-diamond-mens-ring","mobile","301","187","62.13","49.1","1.13","197","291","37.87"
"2026-08-02","/","desktop","87","62","71.26","194.3","1.49","38","67","28.74"
"2026-08-02","/","mobile","1034","730","70.60","105.0","1.29","292","937","29.40"
"2026-08-02","/checkout/cart","desktop","11","10","90.91","52.7","2.00","0","8","9.09"
"2026-08-02","/checkout/cart","mobile","408","399","97.79","41.8","1.39","3","379","2.21"
"2026-08-02","/collections/all-rings","desktop","3","2","66.67","112.3","2.00","2","3","33.33"
"2026-08-02","/collections/all-rings","mobile","248","91","36.69","54.4","1.08","114","240","63.31"
"2026-08-02","/collections/eterna","desktop","15","8","53.33","20.1","0.93","5","14","46.67"
"2026-08-02","/collections/eterna","mobile","803","521","64.88","98.6","1.31","106","736","35.12"
"2026-08-02","/products/corinthian-pave-diamond-mens-ring","desktop","7","3","42.86","17.0","1.00","6","7","57.14"
"2026-08-02","/products/corinthian-pave-diamond-mens-ring","mobile","495","321","64.85","61.0","1.19","382","475","35.15"
"2026-08-02","/products/paramount-pave-diamond-mens-ring","desktop","3","0","0.00","4.0","1.00","3","3","100.00"
"2026-08-02","/products/paramount-pave-diamond-mens-ring","mobile","377","247","65.52","58.5","1.18","263","362","34.48"
"2026-08-03","/","desktop","285","210","73.68","198.6","1.42","118","220","26.32"
"2026-08-03","/","mobile","1246","788","63.24","97.2","1.26","428","1116","36.76"
"2026-08-03","/checkout/cart","desktop","45","36","80.00","113.4","2.93","0","29","20.00"
"2026-08-03","/checkout/cart","mobile","405","387","95.56","47.7","1.41","9","377","4.44"
"2026-08-03","/collections/all-rings","desktop","2","2","100.00","11.3","1.00","1","2","0.00"
"2026-08-03","/collections/all-rings","mobile","225","76","33.78","35.7","1.17","103","221","66.22"
"2026-08-03","/collections/eterna","desktop","26","18","69.23","113.3","1.88","6","24","30.77"
"2026-08-03","/collections/eterna","mobile","719","454","63.14","81.0","1.34","116","662","36.86"
"2026-08-03","/products/corinthian-pave-diamond-mens-ring","desktop","5","4","80.00","188.2","2.60","2","4","20.00"
"2026-08-03","/products/corinthian-pave-diamond-mens-ring","mobile","413","259","62.71","62.2","1.18","325","394","37.29"
"2026-08-03","/products/paramount-pave-diamond-mens-ring","desktop","9","6","66.67","179.5","0.78","0","6","33.33"
"2026-08-03","/products/paramount-pave-diamond-mens-ring","mobile","297","179","60.27","54.2","1.11","189","292","39.73"
"2026-08-04","/","desktop","293","203","69.28","164.6","1.20","94","225","30.72"
"2026-08-04","/","mobile","1151","762","66.20","92.2","1.31","412","1031","33.80"
"2026-08-04","/checkout/cart","desktop","22","17","77.27","97.4","2.50","0","17","22.73"
"2026-08-04","/checkout/cart","mobile","357","345","96.64","56.3","1.39","3","335","3.36"
"2026-08-04","/collections/all-rings","desktop","2","1","50.00","20.2","1.00","2","2","50.00"
"2026-08-04","/collections/all-rings","mobile","180","75","41.67","43.7","1.13","82","176","58.33"
"2026-08-04","/collections/eterna","desktop","27","23","85.19","41.2","1.26","4","22","14.81"
"2026-08-04","/collections/eterna","mobile","277","218","78.70","69.5","1.28","61","261","21.30"
"2026-08-04","/products/corinthian-pave-diamond-mens-ring","desktop","4","4","100.00","38.5","1.25","2","4","0.00"
"2026-08-04","/products/corinthian-pave-diamond-mens-ring","mobile","401","258","64.34","64.9","1.21","309","385","35.66"
"2026-08-04","/products/paramount-pave-diamond-mens-ring","desktop","15","12","80.00","83.4","0.93","3","11","20.00"
"2026-08-04","/products/paramount-pave-diamond-mens-ring","mobile","282","174","61.70","65.7","1.16","194","275","38.30"
"2026-08-05","/","desktop","277","199","71.84","233.9","1.26","78","189","28.16"
"2026-08-05","/","mobile","1211","769","63.50","132.0","1.33","465","1082","36.50"
"2026-08-05","/checkout/cart","desktop","29","28","96.55","84.2","1.86","1","25","3.45"
"2026-08-05","/checkout/cart","mobile","367","355","96.73","55.8","1.50","2","331","3.27"
"2026-08-05","/collections/all-rings","mobile","178","73","41.01","32.4","1.24","79","171","58.99"
"2026-08-05","/collections/eterna","desktop","18","17","94.44","140.0","1.83","2","14","5.56"
"2026-08-05","/collections/eterna","mobile","257","216","84.05","71.9","1.28","57","250","15.95"
"2026-08-05","/products/corinthian-pave-diamond-mens-ring","desktop","5","3","60.00","208.8","1.40","5","5","40.00"
"2026-08-05","/products/corinthian-pave-diamond-mens-ring","mobile","380","246","64.74","76.1","1.21","291","367","35.26"
"2026-08-05","/products/paramount-pave-diamond-mens-ring","desktop","9","8","88.89","118.9","1.22","5","8","11.11"
"2026-08-05","/products/paramount-pave-diamond-mens-ring","mobile","325","219","67.38","61.3","1.11","206","312","32.62"
"2026-08-06","/","desktop","238","177","74.37","148.5","1.19","69","170","25.63"
"2026-08-06","/","mobile","1124","763","67.88","119.5","1.34","400","996","32.12"
"2026-08-06","/checkout/cart","desktop","14","14","100.00","124.3","2.00","1","12","0.00"
"2026-08-06","/checkout/cart","mobile","339","329","97.05","61.7","1.35","2","314","2.95"
"2026-08-06","/collections/all-rings","desktop","3","3","100.00","158.1","1.33","1","2","0.00"
"2026-08-06","/collections/all-rings","mobile","136","55","40.44","47.2","1.13","55","135","59.56"
"2026-08-06","/collections/eterna","desktop","11","10","90.91","100.2","1.91","1","11","9.09"
"2026-08-06","/collections/eterna","mobile","280","235","83.93","148.3","1.24","56","264","16.07"
"2026-08-06","/products/corinthian-pave-diamond-mens-ring","desktop","5","4","80.00","16.3","1.00","4","5","20.00"
"2026-08-06","/products/corinthian-pave-diamond-mens-ring","mobile","334","212","63.47","72.1","1.21","259","322","36.53"
"2026-08-06","/products/paramount-pave-diamond-mens-ring","desktop","10","8","80.00","27.2","1.00","2","9","20.00"
"2026-08-06","/products/paramount-pave-diamond-mens-ring","mobile","260","167","64.23","40.6","1.12","185","254","35.77"
"2026-08-07","/","desktop","217","0","0.00","375.6","1.35","47","155","100.00"
"2026-08-07","/","mobile","820","5","0.61","136.2","1.13","144","717","99.39"
"2026-08-07","/checkout/cart","desktop","20","0","0.00","600.1","1.35","0","14","100.00"
"2026-08-07","/checkout/cart","mobile","297","6","2.02","233.0","1.41","3","289","97.98"
"2026-08-07","/collections/all-rings","desktop","1","0","0.00","0.0","1.00","1","1","100.00"
"2026-08-07","/collections/all-rings","mobile","148","1","0.68","46.4","1.00","52","142","99.32"
"2026-08-07","/collections/eterna","desktop","11","0","0.00","276.7","1.18","2","11","100.00"
"2026-08-07","/collections/eterna","mobile","278","2","0.72","170.2","1.13","50","258","99.28"
"2026-08-07","/products/corinthian-pave-diamond-mens-ring","desktop","7","0","0.00","213.3","1.00","3","7","100.00"
"2026-08-07","/products/corinthian-pave-diamond-mens-ring","mobile","386","0","0.00","75.2","1.04","264","370","100.00"
"2026-08-07","/products/paramount-pave-diamond-mens-ring","desktop","9","0","0.00","213.3","0.56","0","6","100.00"
"2026-08-07","/products/paramount-pave-diamond-mens-ring","mobile","220","1","0.45","72.6","1.05","158","216","99.55"
"2026-08-08","/","desktop","156","117","75.00","137.0","1.16","32","109","25.00"
"2026-08-08","/","mobile","988","606","61.34","79.1","1.24","325","892","38.66"
"2026-08-08","/checkout/cart","desktop","15","14","93.33","138.9","1.80","0","10","6.67"
"2026-08-08","/checkout/cart","mobile","285","279","97.89","70.3","1.29","2","274","2.11"
"2026-08-08","/collections/all-rings","desktop","1","1","100.00","22.8","1.00","0","1","0.00"
"2026-08-08","/collections/all-rings","mobile","176","64","36.36","42.3","1.13","85","174","63.64"
"2026-08-08","/collections/eterna","desktop","8","6","75.00","77.2","1.50","1","8","25.00"
"2026-08-08","/collections/eterna","mobile","272","224","82.35","77.1","1.22","66","261","17.65"
"2026-08-08","/products/corinthian-pave-diamond-mens-ring","desktop","5","3","60.00","11.8","0.80","1","4","40.00"
"2026-08-08","/products/corinthian-pave-diamond-mens-ring","mobile","312","211","67.63","72.7","1.22","243","302","32.37"
"2026-08-08","/products/paramount-pave-diamond-mens-ring","desktop","6","5","83.33","313.8","0.83","0","5","16.67"
"2026-08-08","/products/paramount-pave-diamond-mens-ring","mobile","199","131","65.83","47.5","1.19","135","194","34.17"
"2026-08-09","/","desktop","75","1","1.33","118.7","1.11","28","56","98.67"
"2026-08-09","/","mobile","982","4","0.41","155.4","1.28","315","891","99.59"
"2026-08-09","/checkout/cart","desktop","4","1","25.00","722.7","2.00","0","2","75.00"
"2026-08-09","/checkout/cart","mobile","360","15","4.17","192.3","1.38","6","323","95.83"
"2026-08-09","/collections/all-rings","desktop","1","0","0.00","60.3","1.00","0","1","100.00"
"2026-08-09","/collections/all-rings","mobile","209","0","0.00","53.7","1.03","93","205","100.00"
"2026-08-09","/collections/eterna","desktop","4","0","0.00","679.5","1.50","2","4","100.00"
"2026-08-09","/collections/eterna","mobile","289","3","1.04","156.7","1.08","63","277","98.96"
"2026-08-09","/products/corinthian-pave-diamond-mens-ring","desktop","5","0","0.00","51.2","1.20","3","4","100.00"
"2026-08-09","/products/corinthian-pave-diamond-mens-ring","mobile","310","1","0.32","53.0","1.07","233","305","99.68"
"2026-08-09","/products/paramount-pave-diamond-mens-ring","desktop","2","0","0.00","17.1","1.00","1","2","100.00"
"2026-08-09","/products/paramount-pave-diamond-mens-ring","mobile","205","0","0.00","43.6","1.01","137","201","100.00"
"2026-08-10","/","desktop","291","203","69.76","204.3","1.18","75","202","30.24"
"2026-08-10","/","mobile","1121","670","59.77","88.4","1.25","454","1008","40.23"
"2026-08-10","/checkout/cart","desktop","17","16","94.12","49.3","1.59","1","15","5.88"
"2026-08-10","/checkout/cart","mobile","353","341","96.60","74.5","1.36","4","323","3.40"
"2026-08-10","/collections/all-rings","desktop","1","0","0.00","5.4","1.00","1","1","100.00"
"2026-08-10","/collections/all-rings","mobile","178","76","42.70","71.7","1.21","93","169","57.30"
"2026-08-10","/collections/eterna","desktop","4","4","100.00","92.6","1.00","1","4","0.00"
"2026-08-10","/collections/eterna","mobile","245","194","79.18","78.5","1.22","47","231","20.82"
"2026-08-10","/products/corinthian-pave-diamond-mens-ring","desktop","8","3","37.50","127.6","0.88","3","7","62.50"
"2026-08-10","/products/corinthian-pave-diamond-mens-ring","mobile","281","193","68.68","80.8","1.27","208","271","31.32"
"2026-08-10","/products/paramount-pave-diamond-mens-ring","desktop","7","5","71.43","292.1","1.00","1","7","28.57"
"2026-08-10","/products/paramount-pave-diamond-mens-ring","mobile","190","125","65.79","52.3","1.16","143","186","34.21"
"2026-08-11","/","desktop","257","204","79.38","221.6","1.53","73","183","20.62"
"2026-08-11","/","mobile","1152","742","64.41","100.9","1.30","344","1021","35.59"
"2026-08-11","/checkout/cart","desktop","33","31","93.94","81.0","1.91","2","26","6.06"
"2026-08-11","/checkout/cart","mobile","345","340","98.55","68.8","1.46","3","312","1.45"
"2026-08-11","/collections/all-rings","desktop","1","1","100.00","10.6","1.00","0","1","0.00"
"2026-08-11","/collections/all-rings","mobile","194","77","39.69","21.9","1.11","110","189","60.31"
"2026-08-11","/collections/eterna","desktop","17","15","88.24","31.4","0.88","2","16","11.76"
"2026-08-11","/collections/eterna","mobile","307","248","80.78","155.7","1.25","54","291","19.22"
"2026-08-11","/products/corinthian-pave-diamond-mens-ring","desktop","5","5","100.00","112.2","1.00","3","5","0.00"
"2026-08-11","/products/corinthian-pave-diamond-mens-ring","mobile","288","181","62.85","59.2","1.24","227","280","37.15"
"2026-08-11","/products/paramount-pave-diamond-mens-ring","desktop","6","5","83.33","55.6","0.83","3","5","16.67"
"2026-08-11","/products/paramount-pave-diamond-mens-ring","mobile","257","154","59.92","29.3","1.11","202","256","40.08"
"2026-08-12","/","desktop","315","229","72.70","197.0","1.26","85","204","27.30"
"2026-08-12","/","mobile","1043","705","67.59","110.7","1.34","307","944","32.41"
"2026-08-12","/checkout/cart","desktop","23","22","95.65","271.3","2.87","0","16","4.35"
"2026-08-12","/checkout/cart","mobile","293","285","97.27","48.8","1.32","2","279","2.73"
"2026-08-12","/collections/all-rings","mobile","180","59","32.78","34.2","1.17","87","174","67.22"
"2026-08-12","/collections/eterna","desktop","20","16","80.00","39.2","1.35","3","18","20.00"
"2026-08-12","/collections/eterna","mobile","339","271","79.94","67.4","1.23","58","321","20.06"
"2026-08-12","/products/corinthian-pave-diamond-mens-ring","desktop","6","6","100.00","53.1","1.00","3","5","0.00"
"2026-08-12","/products/corinthian-pave-diamond-mens-ring","mobile","287","178","62.02","52.7","1.20","213","276","37.98"
"2026-08-12","/products/paramount-pave-diamond-mens-ring","desktop","2","2","100.00","87.3","1.00","1","2","0.00"
"2026-08-12","/products/paramount-pave-diamond-mens-ring","mobile","255","156","61.18","56.7","1.14","189","254","38.82"
