"date","device","event","events"
"20260724","desktop","add_shipping_info","7"
"20260724","desktop","add_to_cart","11"
"20260724","desktop","begin_checkout","10"
"20260724","desktop","purchase","1"
"20260724","desktop","signup","5"
"20260724","desktop","view_item","1100"
"20260724","mobile","add_payment_info","13"
"20260724","mobile","add_shipping_info","33"
"20260724","mobile","add_to_cart","406"
"20260724","mobile","begin_checkout","86"
"20260724","mobile","purchase","2"
"20260724","mobile","signup","69"
"20260724","mobile","view_item","15410"
"20260724","tablet","add_to_cart","6"
"20260724","tablet","signup","2"
"20260724","tablet","view_item","63"
"20260725","desktop","add_payment_info","2"
"20260725","desktop","add_shipping_info","2"
"20260725","desktop","add_to_cart","11"
"20260725","desktop","begin_checkout","7"
"20260725","desktop","signup","3"
"20260725","desktop","view_item","2052"
"20260725","mobile","add_payment_info","14"
"20260725","mobile","add_shipping_info","21"
"20260725","mobile","add_to_cart","362"
"20260725","mobile","begin_checkout","51"
"20260725","mobile","purchase","2"
"20260725","mobile","signup","53"
"20260725","mobile","view_item","15398"
"20260725","tablet","view_item","35"
"20260726","desktop","add_payment_info","1"
"20260726","desktop","add_shipping_info","11"
"20260726","desktop","add_to_cart","15"
"20260726","desktop","begin_checkout","22"
"20260726","desktop","purchase","1"
"20260726","desktop","signup","1"
"20260726","desktop","view_item","729"
"20260726","mobile","add_payment_info","15"
"20260726","mobile","add_shipping_info","17"
"20260726","mobile","add_to_cart","396"
"20260726","mobile","begin_checkout","41"
"20260726","mobile","purchase","2"
"20260726","mobile","signup","65"
"20260726","mobile","view_item","16855"
"20260726","tablet","signup","1"
"20260726","tablet","view_item","40"
"20260727","desktop","add_payment_info","6"
"20260727","desktop","add_shipping_info","11"
"20260727","desktop","add_to_cart","30"
"20260727","desktop","begin_checkout","25"
"20260727","desktop","signup","5"
"20260727","desktop","view_item","3750"
"20260727","mobile","add_payment_info","13"
"20260727","mobile","add_shipping_info","20"
"20260727","mobile","add_to_cart","384"
"20260727","mobile","begin_checkout","44"
"20260727","mobile","purchase","2"
"20260727","mobile","signup","54"
"20260727","mobile","view_item","15551"
"20260727","tablet","view_item","59"
"20260728","desktop","add_payment_info","1"
"20260728","desktop","add_shipping_info","9"
"20260728","desktop","add_to_cart","25"
"20260728","desktop","begin_checkout","22"
"20260728","desktop","signup","2"
"20260728","desktop","view_item","2552"
"20260728","mobile","add_payment_info","12"
"20260728","mobile","add_shipping_info","20"
"20260728","mobile","add_to_cart","444"
"20260728","mobile","begin_checkout","46"
"20260728","mobile","purchase","1"
"20260728","mobile","signup","54"
"20260728","mobile","view_item","15960"
"20260728","tablet","view_item","51"
"20260729","desktop","add_payment_info","3"
"20260729","desktop","add_shipping_info","7"
"20260729","desktop","add_to_cart","23"
"20260729","desktop","begin_checkout","13"
"20260729","desktop","signup","9"
"20260729","desktop","view_item","2421"
"20260729","mobile","add_payment_info","10"
"20260729","mobile","add_shipping_info","16"
"20260729","mobile","add_to_cart","340"
"20260729","mobile","begin_checkout","39"
"20260729","mobile","purchase","1"
"20260729","mobile","signup","62"
"20260729","mobile","view_item","15634"
"20260729","tablet","add_to_cart","1"
"20260729","tablet","signup","1"
"20260729","tablet","view_item","49"
"20260730","desktop","add_payment_info","5"
"20260730","desktop","add_shipping_info","8"
"20260730","desktop","add_to_cart","20"
"20260730","desktop","begin_checkout","19"
"20260730","desktop","signup","5"
"20260730","desktop","view_item","1926"
"20260730","mobile","add_payment_info","17"
"20260730","mobile","add_shipping_info","22"
"20260730","mobile","add_to_cart","407"
"20260730","mobile","begin_checkout","49"
"20260730","mobile","purchase","1"
"20260730","mobile","signup","57"
"20260730","mobile","view_item","16384"
"20260730","tablet","view_item","30"
"20260731","desktop","add_payment_info","11"
"20260731","desktop","add_shipping_info","18"
"20260731","desktop","add_to_cart","26"
"20260731","desktop","begin_checkout","39"
"20260731","desktop","signup","3"
"20260731","desktop","view_item","1314"
"20260731","mobile","add_payment_info","26"
"20260731","mobile","add_shipping_info","77"
"20260731","mobile","add_to_cart","377"
"20260731","mobile","begin_checkout","75"
"20260731","mobile","purchase","2"
"20260731","mobile","signup","75"
"20260731","mobile","view_item","16663"
"20260731","tablet","add_to_cart","3"
"20260731","tablet","begin_checkout","3"
"20260731","tablet","signup","1"
"20260731","tablet","view_item","47"
"20260801","desktop","add_payment_info","11"
"20260801","desktop","add_shipping_info","10"
"20260801","desktop","add_to_cart","18"
"20260801","desktop","begin_checkout","21"
"20260801","desktop","signup","2"
"20260801","desktop","view_item","862"
"20260801","mobile","add_payment_info","4"
"20260801","mobile","add_shipping_info","11"
"20260801","mobile","add_to_cart","365"
"20260801","mobile","begin_checkout","38"
"20260801","mobile","purchase","1"
"20260801","mobile","signup","70"
"20260801","mobile","view_item","16456"
"20260801","tablet","view_item","44"
"20260802","desktop","add_payment_info","4"
"20260802","desktop","add_shipping_info","6"
"20260802","desktop","add_to_cart","13"
"20260802","desktop","begin_checkout","10"
"20260802","desktop","purchase","1"
"20260802","desktop","signup","6"
"20260802","desktop","view_item","648"
"20260802","mobile","add_payment_info","11"
"20260802","mobile","add_shipping_info","26"
"20260802","mobile","add_to_cart","451"
"20260802","mobile","begin_checkout","65"
"20260802","mobile","purchase","1"
"20260802","mobile","signup","81"
"20260802","mobile","view_item","18585"
"20260802","tablet","view_item","28"
"20260803","desktop","add_payment_info","6"
"20260803","desktop","add_shipping_info","14"
"20260803","desktop","add_to_cart","54"
"20260803","desktop","begin_checkout","39"
"20260803","desktop","signup","3"
"20260803","desktop","view_item","1245"
"20260803","mobile","add_payment_info","13"
"20260803","mobile","add_shipping_info","22"
"20260803","mobile","add_to_cart","384"
"20260803","mobile","begin_checkout","62"
"20260803","mobile","purchase","2"
"20260803","mobile","signup","57"
"20260803","mobile","view_item","14294"
"20260803","tablet","signup","1"
"20260803","tablet","view_item","23"
"20260804","desktop","add_payment_info","8"
"20260804","desktop","add_shipping_info","11"
"20260804","desktop","add_to_cart","25"
"20260804","desktop","begin_checkout","36"
"20260804","desktop","purchase","1"
"20260804","desktop","view_item","1301"
"20260804","mobile","add_payment_info","4"
"20260804","mobile","add_shipping_info","16"
"20260804","mobile","add_to_cart","420"
"20260804","mobile","begin_checkout","49"
"20260804","mobile","signup","69"
"20260804","mobile","view_item","17119"
"20260804","tablet","add_to_cart","1"
"20260804","tablet","signup","1"
"20260804","tablet","view_item","53"
"20260805","desktop","add_shipping_info","3"
"20260805","desktop","add_to_cart","24"
"20260805","desktop","begin_checkout","8"
"20260805","desktop","signup","3"
"20260805","desktop","view_item","2006"
"20260805","mobile","add_payment_info","13"
"20260805","mobile","add_shipping_info","22"
"20260805","mobile","add_to_cart","391"
"20260805","mobile","begin_checkout","57"
"20260805","mobile","purchase","2"
"20260805","mobile","signup","62"
"20260805","mobile","view_item","16846"
"20260805","tablet","add_to_cart","4"
"20260805","tablet","signup","1"
"20260805","tablet","view_item","44"
"20260806","desktop","add_shipping_info","6"
"20260806","desktop","add_to_cart","13"
"20260806","desktop","begin_checkout","11"
"20260806","desktop","signup","2"
"20260806","desktop","view_item","1994"
"20260806","mobile","add_payment_info","11"
"20260806","mobile","add_shipping_info","20"
"20260806","mobile","add_to_cart","373"
"20260806","mobile","begin_checkout","41"
"20260806","mobile","purchase","5"
"20260806","mobile","signup","73"
"20260806","mobile","view_item","15590"
"20260806","tablet","view_item","62"
"20260807","desktop","add_payment_info","1"
"20260807","desktop","add_shipping_info","1"
"20260807","desktop","add_to_cart","12"
"20260807","desktop","begin_checkout","4"
"20260807","desktop","signup","4"
"20260807","desktop","view_item","2843"
"20260807","mobile","add_payment_info","10"
"20260807","mobile","add_shipping_info","10"
"20260807","mobile","add_to_cart","303"
"20260807","mobile","begin_checkout","31"
"20260807","mobile","purchase","1"
"20260807","mobile","signup","54"
"20260807","mobile","view_item","14075"
"20260807","tablet","add_to_cart","1"
"20260807","tablet","view_item","45"
"20260808","desktop","add_payment_info","7"
"20260808","desktop","add_shipping_info","8"
"20260808","desktop","add_to_cart","13"
"20260808","desktop","begin_checkout","11"
"20260808","desktop","purchase","1"
"20260808","desktop","view_item","1049"
"20260808","mobile","add_payment_info","1"
"20260808","mobile","add_shipping_info","6"
"20260808","mobile","add_to_cart","303"
"20260808","mobile","begin_checkout","20"
"20260808","mobile","signup","60"
"20260808","mobile","view_item","15204"
"20260808","tablet","add_to_cart","1"
"20260808","tablet","view_item","37"
"20260809","desktop","add_payment_info","1"
"20260809","desktop","add_shipping_info","1"
"20260809","desktop","add_to_cart","2"
"20260809","desktop","begin_checkout","5"
"20260809","desktop","signup","2"
"20260809","desktop","view_item","534"
"20260809","mobile","add_payment_info","16"
"20260809","mobile","add_shipping_info","32"
"20260809","mobile","add_to_cart","368"
"20260809","mobile","begin_checkout","64"
"20260809","mobile","purchase","3"
"20260809","mobile","signup","80"
"20260809","mobile","view_item","14768"
"20260809","tablet","view_item","50"
"20260810","desktop","add_payment_info","1"
"20260810","desktop","add_shipping_info","3"
"20260810","desktop","add_to_cart","15"
"20260810","desktop","begin_checkout","9"
"20260810","desktop","signup","6"
"20260810","desktop","view_item","1403"
"20260810","mobile","add_payment_info","8"
"20260810","mobile","add_shipping_info","13"
"20260810","mobile","add_to_cart","333"
"20260810","mobile","begin_checkout","41"
"20260810","mobile","purchase","4"
"20260810","mobile","signup","70"
"20260810","mobile","view_item","14095"
"20260810","tablet","add_to_cart","1"
"20260810","tablet","view_item","28"
"20260811","desktop","add_payment_info","11"
"20260811","desktop","add_shipping_info","17"
"20260811","desktop","add_to_cart","28"
"20260811","desktop","begin_checkout","35"
"20260811","desktop","signup","5"
"20260811","desktop","view_item","1488"
"20260811","mobile","add_payment_info","10"
"20260811","mobile","add_shipping_info","30"
"20260811","mobile","add_to_cart","363"
"20260811","mobile","begin_checkout","74"
"20260811","mobile","purchase","2"
"20260811","mobile","signup","74"
"20260811","mobile","view_item","14990"
"20260811","tablet","signup","1"
"20260811","tablet","view_item","25"
"20260812","desktop","add_payment_info","8"
"20260812","desktop","add_shipping_info","9"
"20260812","desktop","add_to_cart","36"
"20260812","desktop","begin_checkout","22"
"20260812","desktop","purchase","1"
"20260812","desktop","view_item","1688"
"20260812","mobile","add_payment_info","7"
"20260812","mobile","add_shipping_info","19"
"20260812","mobile","add_to_cart","305"
"20260812","mobile","begin_checkout","40"
"20260812","mobile","purchase","2"
"20260812","mobile","signup","63"
"20260812","mobile","view_item","14803"
"20260812","tablet","view_item","66"
"20260813","desktop","add_payment_info","2"
"20260813","desktop","add_shipping_info","25"
"20260813","desktop","add_to_cart","21"
"20260813","desktop","begin_checkout","49"
"20260813","desktop","purchase","1"
"20260813","desktop","signup","3"
"20260813","desktop","view_item","1402"
"20260813","mobile","add_payment_info","10"
"20260813","mobile","add_shipping_info","45"
"20260813","mobile","add_to_cart","392"
"20260813","mobile","begin_checkout","94"
"20260813","mobile","purchase","1"
"20260813","mobile","signup","61"
"20260813","mobile","view_item","15123"
"20260813","tablet","view_item","24"
"20260814","desktop","add_payment_info","2"
"20260814","desktop","add_shipping_info","4"
"20260814","desktop","add_to_cart","35"
"20260814","desktop","begin_checkout","9"
"20260814","desktop","signup","2"
"20260814","desktop","view_item","5012"
"20260814","mobile","add_payment_info","13"
"20260814","mobile","add_shipping_info","17"
"20260814","mobile","add_to_cart","346"
"20260814","mobile","begin_checkout","47"
"20260814","mobile","purchase","1"
"20260814","mobile","signup","59"
"20260814","mobile","view_item","14363"
"20260814","tablet","view_item","26"
"20260815","desktop","add_payment_info","2"
"20260815","desktop","add_shipping_info","7"
"20260815","desktop","add_to_cart","16"
"20260815","desktop","begin_checkout","11"
"20260815","desktop","purchase","1"
"20260815","desktop","view_item","1023"
"20260815","mobile","add_payment_info","8"
"20260815","mobile","add_shipping_info","14"
"20260815","mobile","add_to_cart","355"
"20260815","mobile","begin_checkout","40"
"20260815","mobile","purchase","1"
"20260815","mobile","signup","73"
"20260815","mobile","view_item","14021"
"20260815","tablet","view_item","48"
"20260816","desktop","add_shipping_info","3"
"20260816","desktop","add_to_cart","7"
"20260816","desktop","begin_checkout","5"
"20260816","desktop","signup","1"
"20260816","desktop","view_item","1230"
"20260816","mobile","add_payment_info","17"
"20260816","mobile","add_shipping_info","27"
"20260816","mobile","add_to_cart","423"
"20260816","mobile","begin_checkout","78"
"20260816","mobile","purchase","4"
"20260816","mobile","signup","82"
"20260816","mobile","view_item","16137"
"20260816","tablet","signup","1"
"20260816","tablet","view_item","27"
"20260817","desktop","add_payment_info","12"
"20260817","desktop","add_shipping_info","31"
"20260817","desktop","add_to_cart","53"
"20260817","desktop","begin_checkout","77"
"20260817","desktop","signup","5"
"20260817","desktop","view_item","1591"
"20260817","mobile","add_payment_info","24"
"20260817","mobile","add_shipping_info","30"
"20260817","mobile","add_to_cart","420"
"20260817","mobile","begin_checkout","83"
"20260817","mobile","purchase","1"
"20260817","mobile","signup","70"
"20260817","mobile","view_item","14180"
"20260817","tablet","add_to_cart","5"
"20260817","tablet","begin_checkout","1"
"20260817","tablet","view_item","56"
"20260818","desktop","add_payment_info","13"
"20260818","desktop","add_shipping_info","35"
"20260818","desktop","add_to_cart","68"
"20260818","desktop","begin_checkout","86"
"20260818","desktop","signup","7"
"20260818","desktop","view_item","2945"
"20260818","mobile","add_payment_info","16"
"20260818","mobile","add_shipping_info","28"
"20260818","mobile","add_to_cart","382"
"20260818","mobile","begin_checkout","76"
"20260818","mobile","purchase","4"
"20260818","mobile","signup","83"
"20260818","mobile","view_item","14033"
"20260818","tablet","view_item","43"
"20260819","desktop","add_payment_info","3"
"20260819","desktop","add_shipping_info","11"
"20260819","desktop","add_to_cart","27"
"20260819","desktop","begin_checkout","26"
"20260819","desktop","signup","7"
"20260819","desktop","view_item","2109"
"20260819","mobile","add_payment_info","18"
"20260819","mobile","add_shipping_info","24"
"20260819","mobile","add_to_cart","388"
"20260819","mobile","begin_checkout","62"
"20260819","mobile","purchase","1"
"20260819","mobile","signup","64"
"20260819","mobile","view_item","15215"
"20260819","tablet","add_to_cart","1"
"20260819","tablet","view_item","39"
"20260820","desktop","add_payment_info","41"
"20260820","desktop","add_shipping_info","47"
"20260820","desktop","add_to_cart","61"
"20260820","desktop","begin_checkout","92"
"20260820","desktop","purchase","1"
"20260820","desktop","signup","4"
"20260820","desktop","view_item","1650"
"20260820","mobile","add_payment_info","29"
"20260820","mobile","add_shipping_info","33"
"20260820","mobile","add_to_cart","419"
"20260820","mobile","begin_checkout","85"
"20260820","mobile","signup","57"
"20260820","mobile","view_item","14221"
"20260820","tablet","view_item","35"
"20260821","desktop","add_payment_info","4"
"20260821","desktop","add_shipping_info","13"
"20260821","desktop","add_to_cart","31"
"20260821","desktop","begin_checkout","29"
"20260821","desktop","signup","4"
"20260821","desktop","view_item","1454"
"20260821","mobile","add_payment_info","4"
"20260821","mobile","add_shipping_info","6"
"20260821","mobile","add_to_cart","447"
"20260821","mobile","begin_checkout","28"
"20260821","mobile","purchase","2"
"20260821","mobile","signup","59"
"20260821","mobile","view_item","15072"
"20260821","tablet","add_to_cart","3"
"20260821","tablet","view_item","22"
"20260822","desktop","add_payment_info","4"
"20260822","desktop","add_shipping_info","5"
"20260822","desktop","add_to_cart","17"
"20260822","desktop","begin_checkout","7"
"20260822","desktop","purchase","1"
"20260822","desktop","signup","3"
"20260822","desktop","view_item","1237"
"20260822","mobile","add_payment_info","8"
"20260822","mobile","add_shipping_info","15"
"20260822","mobile","add_to_cart","512"
"20260822","mobile","begin_checkout","33"
"20260822","mobile","purchase","2"
"20260822","mobile","signup","82"
"20260822","mobile","view_item","16653"
"20260822","tablet","view_item","20"
"20260823","desktop","add_payment_info","1"
"20260823","desktop","add_shipping_info","9"
"20260823","desktop","add_to_cart","11"
"20260823","desktop","begin_checkout","19"
"20260823","desktop","purchase","1"
"20260823","desktop","signup","1"
"20260823","desktop","view_item","481"
"20260823","mobile","add_payment_info","13"
"20260823","mobile","add_shipping_info","20"
"20260823","mobile","add_to_cart","548"
"20260823","mobile","begin_checkout","35"
"20260823","mobile","purchase","3"
"20260823","mobile","signup","90"
"20260823","mobile","view_item","18946"
"20260823","tablet","add_to_cart","3"
"20260823","tablet","begin_checkout","4"
"20260823","tablet","signup","1"
"20260823","tablet","view_item","72"
"20260824","desktop","add_payment_info","2"
"20260824","desktop","add_shipping_info","6"
"20260824","desktop","add_to_cart","33"
"20260824","desktop","begin_checkout","16"
"20260824","desktop","signup","2"
"20260824","desktop","view_item","1369"
"20260824","mobile","add_payment_info","18"
"20260824","mobile","add_shipping_info","9"
"20260824","mobile","add_to_cart","404"
"20260824","mobile","begin_checkout","34"
"20260824","mobile","signup","73"
"20260824","mobile","view_item","15316"
"20260824","tablet","add_payment_info","1"
"20260824","tablet","add_shipping_info","1"
"20260824","tablet","add_to_cart","7"
"20260824","tablet","begin_checkout","2"
"20260824","tablet","view_item","72"
"20260825","desktop","add_payment_info","4"
"20260825","desktop","add_shipping_info","18"
"20260825","desktop","add_to_cart","26"
"20260825","desktop","begin_checkout","39"
"20260825","desktop","signup","3"
"20260825","desktop","view_item","1277"
"20260825","mobile","add_payment_info","15"
"20260825","mobile","add_shipping_info","27"
"20260825","mobile","add_to_cart","443"
"20260825","mobile","begin_checkout","41"
"20260825","mobile","purchase","3"
"20260825","mobile","signup","48"
"20260825","mobile","view_item","15398"
"20260825","tablet","add_to_cart","2"
"20260825","tablet","view_item","35"
